Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "kickMessage=ChatColor.stripColor(getFirstLine(legacy.getDescription())) + '\u00a7' + ((legacy.getPlayers() != null) ? legacy.getPlayers().getOnline() : "-1")+ '\u00a7'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getMax() : "-1");" is 239.,197
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 127,197
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Long Statement,The length of the statement "kickMessage=ChatColor.DARK_BLUE + "\00" + 127+ '\00'+ legacy.getVersion().getName()+ '\00'+ getFirstLine(legacy.getDescription())+ '\00'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getOnline() : "-1")+ '\00'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getMax() : "-1");" is 289.,209
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Long Statement,The length of the statement "kickMessage=ChatColor.stripColor(getFirstLine(legacy.getDescription())) + '\u00a7' + ((legacy.getPlayers() != null) ? legacy.getPlayers().getOnline() : "-1")+ '\u00a7'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getMax() : "-1");" is 239.,209
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Magic Number,The method contains a magic number: 127,209
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Long Statement,The length of the statement "kickMessage=ChatColor.DARK_BLUE + "\00" + 127+ '\00'+ legacy.getVersion().getName()+ '\00'+ getFirstLine(legacy.getDescription())+ '\00'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getOnline() : "-1")+ '\00'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getMax() : "-1");" is 289.,220
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Long Statement,The length of the statement "kickMessage=ChatColor.stripColor(getFirstLine(legacy.getDescription())) + '\u00a7' + ((legacy.getPlayers() != null) ? legacy.getPlayers().getOnline() : "-1")+ '\u00a7'+ ((legacy.getPlayers() != null) ? legacy.getPlayers().getMax() : "-1");" is 239.,220
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Magic Number,The method contains a magic number: 127,220
BungeeCord1,net.md_5.bungee.connection,InitialHandler,getPingInfo,Long Statement,The length of the statement "return new ServerPing(new ServerPing.Protocol(bungee.getName() + " " + bungee.getGameVersion()`protocol)`new ServerPing.Players(listener.getMaxPlayers()`bungee.getOnlineCount()`null)`motd`BungeeCord.getInstance().config.getFaviconObject());" is 240.,270
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "final int protocol=(ProtocolConstants.SUPPORTED_VERSION_IDS.contains(handshake.getProtocolVersion())) ? handshake.getProtocolVersion() : bungee.getProtocolVersion();" is 165.,279
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Complex Method,Cyclomatic complexity of the method is 11,336
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 2,336
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 2,336
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 3,336
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 3,336
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@43b59a66,336
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Complex Method,Cyclomatic complexity of the method is 12,414
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "Preconditions.checkState(EncryptionUtil.check(loginRequest.getPublicKey()`encryptResponse`request)`"Invalid verification");" is 123.,499
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "for ( byte[] bit : new byte[][]{request.getServerId().getBytes("ISO_8859_1")`sharedKey.getEncoded()`EncryptionUtil.keys.getPublic().getEncoded()}) {" is 148.,499
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "String preventProxy=(BungeeCord.getInstance().config.isPreventProxyConnections() && getSocketAddress() instanceof InetSocketAddress) ? "&ip=" + URLEncoder.encode(getAddress().getAddress().getHostAddress()`"UTF-8") : "";" is 219.,499
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Long Statement,The length of the statement "String authURL="https://sessionserver.mojang.com/session/minecraft/hasJoined?username=" + encName + "&serverId="+ encodedHash+ preventProxy;" is 140.,499
BungeeCord1,net.md_5.bungee.connection,InitialHandler,handle,Magic Number,The method contains a magic number: 16,499
BungeeCord1,net.md_5.bungee.connection,InitialHandler,finish,Complex Method,Cyclomatic complexity of the method is 13,554
BungeeCord1,net.md_5.bungee.connection,InitialHandler,finish,Empty catch clause,The method has an empty catch block.,554
BungeeCord1,net.md_5.bungee.connection,InitialHandler,finish,Long Statement,The length of the statement "unsafe.sendPacket(new LoginSuccess(getRewriteId()`getName()`(loginProfile == null) ? null : loginProfile.getProperties()));" is 123.,554
BungeeCord1,net.md_5.bungee.connection,InitialHandler,done,Long Statement,The length of the statement "unsafe.sendPacket(new LoginSuccess(getRewriteId()`getName()`(loginProfile == null) ? null : loginProfile.getProperties()));" is 123.,615
BungeeCord1,net.md_5.bungee.connection,InitialHandler,run,Long Statement,The length of the statement "unsafe.sendPacket(new LoginSuccess(getRewriteId()`getName()`(loginProfile == null) ? null : loginProfile.getProperties()));" is 123.,631
BungeeCord1,net.md_5.bungee.connection,InitialHandler,relayMessage,Magic Number,The method contains a magic number: 128,837
BungeeCord1,net.md_5.bungee.connection,InitialHandler,relayMessage,Magic Number,The method contains a magic number: 128,837
BungeeCord1,net.md_5.bungee.connection,InitialHandler,retrieveCookie,Long Statement,The length of the statement "Preconditions.checkState(getVersion() >= ProtocolConstants.MINECRAFT_1_20_5`"Cookies are only supported in 1.20.5 and above");" is 126.,864
BungeeCord1,net.md_5.bungee.connection,PingHandler,connected,Long Statement,The length of the statement "channel.getHandle().pipeline().addAfter(PipelineUtils.FRAME_DECODER`PipelineUtils.PACKET_DECODER`new MinecraftDecoder(Protocol.STATUS`false`ProxyServer.getInstance().getProtocolVersion()));" is 189.,34
BungeeCord1,net.md_5.bungee.connection,PingHandler,handle,Magic Number,The method contains a magic number: 16,55
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,UpstreamBridge,Abstract Function Call From Constructor,The constructor UpstreamBridge calls a virtual method onConnect.,54
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,handle,Long Statement,The length of the statement "rewrite.rewriteServerbound(packet.buf`con.getClientEntityId()`con.getServerEntityId()`con.getPendingConnection().getVersion());" is 127.,136
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,handle,Complex Method,Cyclomatic complexity of the method is 9,230
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,handle,Complex Conditional,The conditional expression con.getServer() != null && !con.getServer().isForgeServer() && pluginMessage.getData().length > Short.MAX_VALUE is complex.,300
BungeeCord1,net.md_5.bungee.connection,UpstreamBridge,handle,Long Statement,The length of the statement "PluginMessageEvent event=new PluginMessageEvent(con`con.getServer()`pluginMessage.getTag()`pluginMessage.getData().clone());" is 124.,300
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,getEntityMap,Complex Method,Cyclomatic complexity of the method is 41,28
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Complex Method,Cyclomatic complexity of the method is 38,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Long Parameter List,The method has 5 parameters. ,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 0xFF,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 5,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 15,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 3,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 23,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 14,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 16,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 32,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 3,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 20,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 11,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 16,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 27,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 6,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 2,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 4,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 3,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 4,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 5,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 6,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 7,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 12,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 8,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 9,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 8,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 10,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 11,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 16,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 12,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 13,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 15,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 16,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Magic Number,The method contains a magic number: 17,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@40e2badf,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewriteMetaVarInt,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@15a6806d,170
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,readSkipSlot,Magic Number,The method contains a magic number: 3,315
BungeeCord1,net.md_5.bungee.entitymap,EntityMap,rewrite,Long Parameter List,The method has 5 parameters. ,340
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x26,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x2F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x31,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x34,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x36,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x3A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x40,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x48,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x49,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x4A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x0A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,EntityMap_1_10,Magic Number,The method contains a magic number: 0x14,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x3A,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x48,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x40,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x30,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x2C,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 0x39,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 6,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteClientbound,Magic Number,The method contains a magic number: 13,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_10,rewriteServerbound,Magic Number,The method contains a magic number: 0x1B,158
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x26,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x2F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x31,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x34,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x36,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x3A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x40,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x48,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x49,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x4A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x0A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,EntityMap_1_11,Magic Number,The method contains a magic number: 0x14,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x3A,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x48,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x40,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x30,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x2C,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 0x39,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 6,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 7,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteClientbound,Magic Number,The method contains a magic number: 13,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_11,rewriteServerbound,Magic Number,The method contains a magic number: 0x1B,159
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x26,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x2F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x32,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x35,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x38,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x3D,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x3E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x42,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x4A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x4D,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x4E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x0B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,EntityMap_1_12,Magic Number,The method contains a magic number: 0x15,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_12,rewriteClientbound,Magic Number,The method contains a magic number: 0x3C,49
